id,Text,Subjectivity,Polarity,Target
746,"May 20 is Clinical Trials Day. Thank you to the patients, families, caregivers and clinical researchers who help ma… ",0,0,Neutral
747,Live with Dr. Dara ,0.5,0.136363636,Positive
748,Improving access to big data can help save lives and fight the COVID19 pandemic. Learn more about our efforts in t… ,0.3,0.25,Positive
749,"If you’re a part of the UC community and able to take action, reach out to others who may need support during this… ",0.3625,0.3,Positive
750,Healthcare workers on the frontlines of the coronavirus are some of the hardest hit populations. Tune into a conve… ,0,0,Neutral
751,"Our teams are responding to the COVID19 pandemic:
☎️ at short notice
⏰ at odd hours
❤️ and with a sense of duty ",0.275,-0.083333333,Negative
752,"It’s important for patients at risk for AFib-related stroke to stay informed. In honor of StrokeMonth, learn abou… ",1,0.4,Positive
753,Limiting the spread of COVID-19 is a group effort. We’re pfizerproud to team with The Commons Project on… ,0,0,Neutral
754,We’re proud to support  efforts to provide critical medicine and supplies for hospitalized COVID19 pa… ,0.9,0.4,Positive
755,"Not all heroes wear capes 💙
Some wear lab coats 👩🏻‍🔬
And, some wear uniforms 👨🏼‍🏭

ThankYou PfizerProud… ",0,0,Neutral
756,"If you’re living with a chronic condition like UC, it’s important to take time to replenish emotionally during… ",0.825,0.2,Positive
757,"Recently,  announced our expanded collaboration, aiming to generate the world’s largest imaging dataset… ",0.25,0,Neutral
758,"🧫🔬🧪 mRNA vaccines are a unique technology and can be produced more rapidly than conventional vaccines. 

Learn mo… ",0.619047619,0.244047619,Positive
759,Finding ways to bring the outside in can be helpful when staying home due to COVID19 or other health reasons. Visi… ,0.266666667,-0.083333333,Negative
760,"On MelanomaMonday, we dressed in black to help raise awareness &amp; show our support. To learn more about how… ",0.466666667,0.166666667,Positive
761,"We have the people, the supply network &amp; the expertise to help develop and manufacture a vaccine for COVID19 if… ",0,0,Neutral
762,"In 25+ years of developing vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this… ",0,0,Neutral
763,"This AAM, during the COVID19 outbreak, resources about emotional well-being can be especially important. Read abo… ",0.825,0.4,Positive
764,"Times may be stressful due to COVID19, particularly for those living with chronic inflammatory conditions like UC… ",0.354166667,0.020833333,Positive
765,mRNA is a new mechanism for vaccine creation that requires rapid development and scale-up of novel manufacturing… ,0.454545455,0.136363636,Positive
766,We believe in the power of vaccines. Get more information on our COVID19 vaccine development program &amp; collaborat… ,0.5,0.5,Positive
767,"Today,  announced the Fitbit Heart Study to help accelerate AFib detection: 
We look… ",0,0,Neutral
768,"To all the nurses, we thank you for being our light 💡, now more than ever.  👩🏽‍⚕️👨🏻‍⚕️💙  NationalNursesDay… ",0.6,0.45,Positive
769,We are working determinedly to bring forth medical solutions that could bring an end to the coronavirus pandemic.… ,0,0,Neutral
770,Selfcare is more important than ever right now. Visit   to check out… ,0.678571429,0.395238095,Positive
771,"To help fight COVID19, we’re developing 🔬 a potential RNA-based vaccine that requires a shorter production cycle… ",1,0,Neutral
772,"During this challenging time, Pfizer is keeping those who suffer from chronic inflammatory diseases top of mind. Ma… ",0.75,0.5,Positive
773,"UPDATE: Together with , we are proud to announce that the first participants have been dosed in our… ",0.666666667,0.525,Positive
774,Work comes in many forms for those living with chronic conditions like UC. Visit  for tips… ,0.5,0.5,Positive
775,It may be overwhelming to share how you’re feeling with others during this time. Visit  for… ,1,0.5,Positive
776,Osteoarthritis is the most common form of arthritis and one of the leading causes of chronic pain worldwide. During… ,0.5,0.1,Positive
777,Leaning on others who are living with chronic inflammatory conditions can be especially helpful during challenging… ,1,0,Neutral
778,"There are a variety of mutations that can lead to metastatic melanoma, the most serious type of skin cancer.Underg… ",0.583333333,0.083333333,Positive
779,Following a morning routine may help make a difference in your day. For more emotional well-being tips for living w… ,0.416666667,0.166666667,Positive
780,"The COVID19 pandemic may affect many aspects of our lives. To support the community, we are sharing resources for… ",0.5,0.5,Positive
781,We are proud to announce our collaboration with  for a clinical-stage LymeDisease vaccine. ,1,0.8,Positive
782,What does it take to develop a novel vaccine that can prevent disease and save lives? 🔍🥼 See the six-step journey f… ,0,0,Neutral
783,"COVID19 is confronting families globally with the deadly and devastating impacts of disease outbreaks.

In the midst of this cris…",0.466666667,-0.4,Negative
784,Coping with the effects of COVID19 may be more stressful if you are also living with a chronic inflammatory diseas… ,0.5,0.5,Positive
785,"Vaccines have significantly reduced the threat of diseases that were once pervasive and often fatal. 

This… ",0.875,0.375,Positive
786,Our Pfizer RxPathways® Patient Assistance Program offers US patients Pfizer medicines for free or at a low cost. Wi… ,0.366666667,0.166666667,Positive
787,"You may have heard about the ways being studied to potentially combat COVID19, like the development of an antivira… ",1,0,Neutral
788,"How do vaccines work? Hint: 🏋️ 

WorldImmunizationWeek ",0,0,Neutral
789,"To help recognize WorldImmunizationWeek, our Global President of Vaccines, Nanette Cocero, shares her thoughts on… ",0,0,Neutral
790,Our scientists 👩‍🔬👨‍🔬🥼(and scientists around the world 🌍) are working tirelessly to beat this thing. Agree? Make yo… ,0,0,Neutral
791,"To learn how RA patient advocate Mariah practices selfcare, which is especially important during the COVID19 pand… ",1,0.8,Positive
792,"Managing your energy during COVID19 can take a toll on emotional well-being, especially while living with a chroni… ",0.825,0,Neutral
793,"This WorldMeningitisDay 🌐, learn about the symptoms and disease from : … ",0,0,Neutral
794,Millions of people around the world are working from home including some of our scientists. Meet Dr. Annaliesa Ande… ,0,0,Neutral
795,"Around the world, COVID19 is impacting daily life. To help, Pfizer is creating resources to support the chronic in… ",0,0,Neutral
796,We’re proud to support  in their efforts to provide those with AFib access to doctors who can help answe… ,1,0.8,Positive
797,"Our scientists in labs, in offices, and at home lent their voices to a video you may or may not have already seen.… ",0,0,Neutral
798,"Today we’d like to thank administrative professionals everywhere, for all that you do, and for your continued suppo… ",0,0,Neutral
799,"COVID19 raises unique challenges for the cancer community. Pfizer Oncology CMO, Dany Habr, discusses what we know… ",1,0.375,Positive
800,"ONE 🌍. EarthDay reminds us that we are all needed to help protect our planet and the people who live on it. 

Tell… ",0.5,0.136363636,Positive
801,"While the world around us may be rapidly changing, our commitment to the acute myeloid leukemia community is unwave… ",0.9,0.6,Positive
802,There is a lot of conversation around a potential COVID19 vaccine. But what is a vaccine 💉 anyway?,1,0,Neutral
803,"We realize times are challenging right now, and we want to help make things a little simpler when it comes to your… ",0.678571429,0.199404762,Positive
804,We’re lighting up our offices around the U.S. in blue in support of our healthcare workers on the front lines of th… ,0.1,0,Neutral
805,Today marks the 30th anniversary of World Hemophilia Day! We’ve been supporting the hemophilia community for 20+ y… ,0.25,0.25,Positive
806,"As the biopharmaceutical industry attacks COVID19 in the labs,   &amp;  are empowering their employees w/ med…",0,0,Neutral
807,"It has before. It will again. Why we believe, that SCIENCE will win. RT if you agree. ScienceWillWin InItTogether ",0.4,0.8,Positive
808,"Lidia Fonseca, Chief Digital and Technology Officer, and her team are working behind the scenes 👩‍💻👨‍💻 to ensure ou… ",0.35,-0.2,Negative
809,"“The global health community has never been more connected, determined, &amp; focused to deliver impact.” Our Global Pr… ",0.166666667,0.166666667,Positive
810,Hear from our own Annaliesa Anderson &amp; Charlotte Allerton on what challenges the industry is faced with in quickly… ,1,0.6,Positive
811,"Around the world🌍 &amp; around the clock🕓, our manufacturing and global supply teams continue to make medicines🧪, makin… ",0,0,Neutral
812,We remain committed to research &amp; development in critical infectious disease areas. Learn about the burden of Clost… ,0.8,0,Neutral
813,"PfizerProud of our scientists and our Chief Scientific Officer, Mikael Dolsten, who was featured yesterday on CNBC… ",0,0,Neutral
814,"Unsurprisingly, data from  shows an increase in anxiety during these unprecedented times. It’s impor… ",0.9,0.6,Positive
815,".’s new, state-of-the-art lab in Chesterfield, MO houses 500+ research and development professionals who are on…",0.454545455,0.136363636,Positive
816,We’re InItTogether and StrongerTogether 💛 ,0,0,Neutral
817,A compound that was originally developed to potentially treat SARS is now being revived to battle COVID19. Learn m… ,0.65,0.05,Positive
818,Today we shared progress across the numerous fronts we are advancing in the battle against the COVID19 global pand… ,0.25,0,Neutral
819,"What are scientists learning from the COVID19 pandemic, and how will it transform the way they work in the future?… ",0,0,Neutral
820,Our Chief Patient Officer Dr. Dara Richardson-Heron sat down for a virtual interview with  Chairman &amp;… ,0.288888889,-0.155555556,Negative
821,"This World Health Day 🌎🩺 Susan Silbermann, our Global President of Emerging Markets, shares how she’s seen our coll… ",0,0,Neutral
822,"Today, Pfizer and the Pfizer Foundation announced the donation of $40 million in charitable grants to help address… ",0.8,0.6,Positive
823,We are AllInItTogether 👐 ,0,0,Neutral
824,It was our privilege to support . We also want to thank  for their support of this… ,0,0,Neutral
825,We’re pleased to announce our mild-to-moderate atopicdermatitis treatment is now approved by  for ad… ,1,0.5,Positive
826,Today we announced the election of  to our Board of Directors. Learn more about her distinguished career here:,0.5,0.5,Positive
827,"We are a proud partner, enabling

🩺 Doctors
🏥 Nurses
💊 Pharmacists
🥼 Medical laboratory technicians
⚕️ Other medica… ",0.458333333,0.225,Positive
828,Health systems around the world are being stretched to the breaking point due to COVID19. Together with … ,0.1875,-0.0875,Negative
829,"We’re living in uncertain times, and we’re all adjusting to our new “normal.” Read ’s, our Oncology Gl… ",0.552272727,0.143181818,Positive
830,"Diligent handwashing is crucial to staying germ-free these days, but those who suffer from eczema should be sure to… ",0.944444444,0.25,Positive
831,Learn the facts about the health risks among the LGBTQ community &amp; how to overcome some barriers to care.… ,0,0,Neutral
832,"On this International Transgender Day of Visibility, and every day, we encourage all of us to become allies in the… ",0,0,Neutral
833,"Know More: Our VP &amp; Chief Scientific Officer of Viral Vaccines, Phil Dormitzer, discusses COVID19 vaccine researc… ",0.5,0.5,Positive
834,We’re sending 👏 and ❤️ to doctors around the world helping fight the COVID19 pandemic. Thank you for being our lig… ,0,0,Neutral
835,"What’s next? We talk global health security, immunizing across the lifespan, COVID19 🦠 &amp; more as we wrap up… ",0.166666667,0.166666667,Positive
836,To all healthcare &amp; essential workers👩‍⚕️👨‍⚕️👩‍🔬👨‍🔬👮👮‍♂️👩‍🚒👨‍🚒: THANK YOU for being our light💡 Covid19 Coronavirus ,0.3,0,Neutral
837,An update on our Pfizer RxPathways patientassistance program. COVID19 Coronavirus ,0,0,Neutral
838,"We all have a duty to protect our planet. 🌱🌏💙 Today, the company announced a first-in-industry sustainability bond… ",0,0,Neutral
839,Dealing with anxiety in the wake of COVID19? Learn how to manage your mental health.,0.2,-0.1,Negative
840,Talking to your children about their worries regarding the coronavirus outbreak and reassuring them during this st… ,0,0,Neutral
841,"In partnership with BioNTech, we are well-poised to quickly bring our expertise to combat COVID19. Read more: coronavirus",0.5,0.416666667,Positive
842,Karen learned the importance of biomarker testing following her BRAF-mutant colorectalcancer diagnosis. Hear more… ,0.1,0,Neutral
843,"What is a Quarantine? Our Chief Medical Officer, Dr.  explains. Coronavirus COVID19 KnowTheFacts ",0,0,Neutral
844,"What to do if you’re exposed to COVID19? Our Chief Medical Officer, Dr.  explains. Coronavirus… ",0,0,Neutral
845,Social distancing may make us feel lonely or anxious while we help to slow the spread of COVID-19. Here are tips to… ,0.541666667,-0.154166667,Negative
846,"KnowTheFacts on Social Distancing &amp; Flattening the Curve. Our Chief Medical Officer, Dr.  explains… ",0.033333333,0.016666667,Positive
847,"Our Chief Patient Officer, Dr. Dara Richardson-Heron, answers some FAQs on COVID19. Check out the Q&amp;A video thread… ",0,0,Neutral
848,"Our Chief Medical Officer, Dr.  on our new COVID19 medical service program. Coronavirus ",0.151515152,0.045454545,Positive
849,Have questions about the Coronavirus? Check out our Q&amp;A on essential COVID19 facts to stay informed and keep your… ,0.3,0,Neutral
850,"Together with partners like , we’re working to forge a new path to help biosimilars reach patients a… ",0.454545455,0.136363636,Positive
851,Find yourself working from home?👩‍💻👨‍💻Check out 4 tips below to help you stay productive👇 Hint: 💻🥗⏰📲 WFH COVID19… ,0,0,Neutral
852,"Dara Richardson-Heron, M.D., likes to say she’s a physician by trade and an advocate by choice. In so many ways, th… ",0.5,0.5,Positive
853,Our Chief Scientific Officer Mikael Dolsten spoke with  about our COVID19 vaccine partnership with… ,0,0,Neutral
854,"Today, we announced our intent to co-develop and distribute a potential mRNA-based coronavirus vaccine aimed at pr… ",1,0,Neutral
855,"Pfizer offers up talents, tools and manufacturing capabilities in call for wide COVID-19 collabs ",0.2,0,Neutral
856,"What do drones, solar power technology &amp; cancer vaccines have in common? They are all examples of vaccine innovati… ",0.5,-0.3,Negative
857,COVID19 has changed a lot of our lives. Here are some tips to stay safe from our Chief Medical Officer… ,0.25,0.25,Positive
858,"KnowTheFacts: How does coronavirus spread?

COVID19 can spread from person to person usually through close conta… ",0.25,-0.25,Negative
859,ICYMI: Our 2019 AnnualReview launched last week &amp; we’re excited to share how our breakthroughs have helped transf… ,0.408333333,0.1875,Positive
860,There’s a lot of information out there about Coronavirus. Here are some preventive measures to protect your health… ,0,0,Neutral
862,My op ed tonight in  on need for coordinated mitigation efforts to slow COVID19 and direct financial s…,0.266666667,-0.066666667,Negative
863,"This is a significant approval that should boost capacity to screen for covid19, and an important moment for our i… ",0.9375,0.3875,Positive
864,"KnowtheFacts about COVID19 – hear from our Chief Medical Officer  about what COVID-19 is, what the… ",0,0,Neutral
865,"Piece of cake 🍰?! No, piece of pie 🥧! Do you know what Pi measures? Hint:⭕️

Comment with your answer below! PiDay… ",0,0,Neutral
866,Pfizer’s CEO  speaks with  on how cooperation throughout the pharmaceutical and biotech in… ,0,0,Neutral
867,"Today we launched our 2019 AnnualReview, which showcases how our breakthroughs 💥 have helped improve the lives of… ",0,0,Neutral
868,"KnowTheFacts: What is coronavirus?

'Novel coronavirus' is a new, previously unidentified strain of coronavirus.… ",0.310606061,-0.015151515,Negative
869,"This WomensHistoryMonth, we’re celebrating a new program in India 🇮🇳 that’s empowering female colleagues in manufa… ",0.310606061,0.068181818,Positive
870,"Hear from Scott, who shares his experiences living with metastatic colorectalcancer with Pfizer Boulder researcher… ",0,0,Neutral
871,"Every cancer is different, so we're helping pioneer an innovative new clinical trial model that matches certain lun… ",0.656493506,0.212662338,Positive
872,.'s  shares policies that Congress &amp; the Administration can implement to SupportBiosimilars and bri…,0,0,Neutral
873,Change is needed to support access to biosimilars for patients in the U.S. But what are the solutions? Tune in toda… ,0,0,Neutral
874,We’re PfizerProud to partner with  on the SPARCgrant program to continue to improve breastcancer care and s… ,0,0,Neutral
875,The BRAF mutation is present in up to 15% of all people with metastatic colorectalcancer. Karen’s story about her… ,0,0,Neutral
876,At Pfizer we love to see women supporting women. This is one way we are creating genderequality in the workplace.… ,0.425,0.375,Positive
877,We are working towards a more genderequal recruiting process as a way to generate equal opportunities at Pfizer.… ,0.375,0.25,Positive
878,"As we build a genderequal world, we’re proud of the ambitious goals we’ve set for ourselves, especially ensuring m… ",0.916666667,0.35,Positive
879,We’re proud to wear blue to raise awareness of colorectalcancer today and every day. Join us! DressInBlueDay… ,0.55,0.4,Positive
880,"Fabi, Pfizer Brazil’s industry-leading chatbot, can make small talk and answer hundreds of non-technical questions… ",0.4,-0.25,Negative
881,We’re proud to have received a perfect 💯score on ’s “Best Places to Work for LGBTQ Equality” for the 17th(!) ye… ,0.825,0.7,Positive
882,We’re open to having courageous conversations and looking inward as we create genderequality at Pfizer and close t… ,0.5,0,Neutral
883,"What’s your go-to song 🎤 while handwashing? 🎶

According to , you should scrub your hands with soap and wate… ",0,0,Neutral
884,"You can help curb COVID19 coronavirus &amp; prevent the spread of germs by washing your hands.

💦 Wet hands with clea… ",0.4,-0.1,Negative
885,Our CSO Mikael Dolsten participated in a meeting of pharmaceutical industry leaders at the  discussing p… ,0,0,Neutral
886,Today we announced the election of Dr. Susan Hockfield to our Board of Directors. Dr. Hockfield was also appointed… ,0,0,Neutral
887,Scientists are studying ways to repair the epithelial wall in the gut - which is essential to maintaining our healt… ,0.3,0,Neutral
888,"Colorectalcancer is responsible for more deaths than almost any other cancer in the US. This CRCAwarenessMonth, l… ",0.475,0.191666667,Positive
889,"Scientists are exploring new ways to address major health complications for children born with achondroplasia, the… ",0.477272727,0.099431818,Positive
890,"For patients with hemophilia, the body’s delicate balance of clotting mechanisms is disrupted. Learn how scientists… ",0.9,-0.3,Negative
891,"For 400 million people worldwide living with a raredisease, rare is personal. This RareDiseaseDay, we’re working… ",0.6,0.15,Positive
892,"Today is RareDiseaseDay! For us, rare is dedication, as we’re committed to tackling rare diseases because we belie… ",0.9,0.3,Positive
893,"Our Senior Patient Advisor, Dr. Freda Lewis-Hall discusses heart health risk factors on . HeartMonth ",0,0,Neutral
894,"Unbeknownst to Brenda Cooperstone, a career spent studying rarediseases – such as ATTR-CM – was leading up to chan… ",0.3,-0.05,Negative
895,Kicking off the first in our PFECourageousConversations series with this discussion on equity featuring Martin Lu… ,0.333333333,0.25,Positive
896,We received perfect 💯score on ’s “Best Places to Work for LGBTQ Equality” for the 17th(!) year in a row. John s… ,0.766666667,0.666666667,Positive
897,Our Chief Science Officer for Inflammation &amp; Immunology Michael Vincent will be at  discussing… ,0,0,Neutral
898,Invasive aspergillosis and mucormycosis are rare but very serious mold infections. 🧫 Today is… ,0.883333333,-0.066666667,Negative
899,"When it comes to prostatecancer, about one in every seven African American men is expected to be diagnosed in his… ",0.133333333,-0.033333333,Negative
900,"In the final episode of a special miniseries on the Get Science podcast, we hear from postdoc Estel Aparicio Prat,… ",0.785714286,0.178571429,Positive
901,"Historically, African American men have been more likely to be diagnosed with prostatecancer than any other race.… ",0.375,0.075,Positive
902,His team plays a large part in how we are delivering Breakthroughs that Change Patients' Lives. Get to know our Chi… ,0.428571429,0.214285714,Positive
903,We received a perfect 💯score on ’s “Best Places to Work for LGBTQ Equality” for the 17th(!) year in a row. What… ,0.766666667,0.666666667,Positive
904,"If you’re 65+, consider adding AFib to your list of check-up discussion topics. Having a set of questions for your… ",0,0,Neutral
905,Check out our new pub in  evaluating a novel CD3-bispecific therapy in pre-clinical models of colorectal a… ,0.454545455,0.136363636,Positive
906,"Do you think vaccines should be mandatory? This week on TheANTIGEN podcast, we explore the balance ⚖️ between ind… ",0,0,Neutral
907,Learn more about why BlackHistoryMonth is a time of reflection and renewed focus at Pfizer:  ,0.5,0.5,Positive
908,Pfizer’s postdocs share some of the big differences between working in academia and in the biopharmaceutical indust… ,0.1,0,Neutral
909,Rheumatologist Dr. Ara Dikranian shares four steps to a stronger doctor-patient relationship on  RealTalkRheum,0,0,Neutral
910,"Our new publication in  looks at selection of diverse strains to assess coverage of the bivalent, recomb… ",0.454545455,0.136363636,Positive
911,"We’re PfizerProud to partner with  to celebrate women in chemistry. If you know of a female chemist, o… ",0.166666667,0,Neutral
912,Investigational IBD treatments may bring more relief to patients. Learn more about how Pfizer is researching differ… ,0.5,0.5,Positive
913,"Cardiovascular disease (CVD) is the leading cause of death in Spain. Through smart interventions, Upjohn, a divisi… ",0.642857143,0.214285714,Positive
914,Wishing you all lots of love💗this ValentinesDay❣️💕 ,0,0,Neutral
915,We received a perfect 💯score on ’s “Best Places to Work for LGBTQ Equality” for the 17th(!) year in a row. What… ,0.766666667,0.666666667,Positive
916,"Watch our Senior Medical Advisor, Dr. Freda Lewis-Hall discuss cyberbullying, how it can impact teens, and how pare… ",0,0,Neutral
917,5️⃣0️⃣0️⃣ million doses shipped 📦✈️ A by-the-numbers glance at what goes into proudly reaching over 20 million chil… ,1,0.8,Positive
918,Today is International Day of Women &amp; Girls in Science 👩🏻‍🔬👩🏼‍🔬👩🏽‍🔬👩🏾‍🔬👩🏿‍🔬—but raise your hand 🙋‍♀️🙋‍♂️if you thin… ,0,0,Neutral
919,"Pets are more than just furry companions: they lower stress, help our hearts, and even assist us in forming better… ",0.5,0.5,Positive
920,We’re proud to receive a perfect 💯score on ’s “Best Places to Work for LGBTQ Equality” for the 17th(!) year in… ,0.825,0.7,Positive
921,"We recently attended Pfizer’s Annual Postdoc Symposium in La Jolla, where we spoke with the next generation of scie… ",0.125,0,Neutral
922,"That dry, itchy skin you’re convinced is eczema might actually be psoriasis. Or vice-versa! Learn the differences b… ",0.35,-0.033333333,Negative
923,It’s okay to have questions about vaccines. But how do you determine what’s a reliable source? This week on… ,0.5,0.5,Positive
924,"When she was diagnosed with NASH at just 19 years old, Jenni Tucker had never even heard of the fatty-liver disease… ",0.2,0.1,Positive
925,"On , our Dr. Freda Lewis-Hall shares the signs &amp; symptoms of prostate cancer- the second most common can… ",0.333333333,0.066666667,Positive
926,Pfizer’s Mike Corbo and David Downs () sat down recently to discuss their connection and David’s clinical t… ,0.269444444,-0.077777778,Negative
927,"We’re proud to share our scientific insights on noncommunicable diseases (NCDs) - the major causes, trends and met… ",0.75,0.43125,Positive
928,Meet Glenn. He has psoriatic arthritis – a disease which impacts his joints and once caused 75% of his skin to be c… ,0,0,Neutral
929,We are determined. And we will deliver the next generation of cancer medicines. This is our commitment on… ,0,0,Neutral
930,Chronic lymphocytic leukemia is a type of blood cancer that affects white blood cells. Read more about the treatm… ,0.25,0.25,Positive
931,Empowering individuals and breaking down barriers: PfizerFdn’s Caroline Roan and ’s Raj Kumar discuss how th… ,0.288888889,-0.155555556,Negative
932,"A recurring theme of the immune system is “redundancy,” or its multiple protective defenses. Listen here to learn m… ",0,0,Neutral
933,"We're proud to support  as a partner all year long, but especially during the big game!🚀🏈… ",0.625,0.1875,Positive
934,"At BlogHer20 Health, our Head of Vaccines Research &amp; Development, Dr. Kathrin Jansen, talked about the public heal… ",0.066666667,0,Neutral
935,"The internet can be a helpful resource for finding health information. 🔍🖥️📱 But, how can you be sure the informatio… ",0.888888889,0.5,Positive
936,"Dr. Yasmeen Agosti (left), podcast host &amp; member of our viral vaccines group, took the stage this morning at… ",0,0,Neutral
937,Happening now at BlogHer20 Health: Dr. Kathrin Jansen discusses one of the greatest gifts 💌 a mother can give her… ,1,1,Positive
938,Poll Time at BlogHer20 🙋🏽‍♀️ True or False: Most pregnant women have the natural ability to pass certain antibodie… ,0.536904762,0.182936508,Positive
939,The biggest nemesis for our scientists is time ⏳. Learn how we’re trying to find new cancer treatments quickly.… ,0.454545455,0.136363636,Positive
940,See how our scientists 🥼 are using new technologies 🔬 to advance cancer research. IAmAndIWill WorldCancerDay ,0.454545455,0.136363636,Positive
941,"“You’re in control of your choices......my choice almost cost me my life.” These are the faces of addiction, and th… ",0,0,Neutral
942,Pleased to share that the EMA’s Committee for Medicinal Products for Human Use (CHMP) issued a positive opinion fo… ,0.548484848,0.242424242,Positive
943,Certain diseases can be serious for pregnant mothers and their developing babies. Which statement is FALSE?… ,0.579365079,0.071428571,Positive
944,The gains we have made against Neglected Tropical Diseases (NTD) like trachoma show what is possible when a diverse… ,1,0,Neutral
945,"At BlogHer20 Health ⏩ Dr. Yasmeen Agosti joins ,  &amp; Stephanie Canale of LactationLab t… ",0,0,Neutral
946,Any moms attending BlogHer20 Health in LA this weekend? 🙋🏾‍♀ 🤰 Our own Dr. Kathrin Jansen will take the stage to d… ,1,0.6,Positive
947,DYK what authorized generic drugs are? 💭🤔💊 Pfizer’s Robert Popovian and Greenstone’s Brendan O’Leary share their t… ,0,0,Neutral
948,The volume of human genetic data doubles every 7 months. Learn how one innovative scientist is making it easier for… ,0.55,0.25,Positive
949,"Our Senior Medical Advisor, Dr. Freda Lewis-Hall is back on  talking women's health. For more info,… ",0.166666667,0.166666667,Positive
950,"This week on TheANTIGEN podcast, we tackle vaccine hesitancy &amp; anti-vaccination sentiments. How has this conversa… ",0,0,Neutral
951,"Leading up to WorldCancerDay, learn what our scientists 👩‍🔬 👨‍🔬are doing to better understand and get ahead of… ",0.5,0.5,Positive
952,"How do we tip the scales in the noncommunicable disease crisis? Upjohn, a division of Pfizer, is using an evidence-… ",0,0,Neutral
953,We reached more than half a billion patients around the world with our medicines and vaccines. We received 10 regulatory…,0.333333333,0.166666667,Positive
954,"This morning, we reported our full year 2019 financial results, highlighted by exceptional 8% operational revenue g… ",0.516666667,0.338888889,Positive
955,Excited to partner with  on this initiative. BreastCancer PfizerProud ,0.75,0.375,Positive
956,We believe value in healthcare can be delivered when doctors have the option to provide a cancer treatment that’s… ,0,0,Neutral
957,We’re leveraging our global presence and expertise in oncology to deliver biosimilars that can potentially improve… ,0.5,0,Neutral
958,Learn 4 important things rheumatologists want you to know about managing RA. Find out more on  RealTalkRheum,0.75,0.45,Positive
959,"Earlier today, we announced a new research collaboration with  to conduct real-world surveillance for vaccin… ",0.477272727,0.068181818,Positive
960,"AMR is a serious public health threat, but vaccines can help by preventing infections in the first place. 

Watch… ",0.355555556,-0.027777778,Negative
961,"If no action is taken by the year 2050, antimicrobial resistance (AMR) is predicted to cause more deaths annually… ",0.3,0.225,Positive
962,What exactly sparked the modern antivax movement? And how has this perspective changed over time? Hear more from e… ,0.35,0.316666667,Positive
963,"Watch our Senior Medical Advisor, Dr. Freda Lewis-Hall share information on  on excessive alcohol use &amp; how… ",0.5,-0.125,Negative
964,"We’re pleased to be recognized by  in its AMRB2020 report for our efforts in AMR stewardship, surveillan… ",1,0.5,Positive
965,"As we pause and celebrate the life and magnitude of Dr. Martin Luther King, Jr.’s legacy, we also take this time to… ",0,0,Neutral
966,"As part of our commitment to improving access to healthcare &amp; reducing healthcare disparities across the globe, we'… ",0,0,Neutral
967,How do views on vaccines differ depending on where in the world 🌎 you live? Learn more in Ep. 3 of TheAntigen as… ,0.5,0.318181818,Positive
968,"Our partnerships, while individualized in scope and breadth, are aimed at the possibility of creating a healthier w… ",0,0,Neutral
969,"We’re encouraged to see some companies making progress in tackling AMR.

👇 to read more. AMRB2020 ",0.5,0.5,Positive
970,"To strengthen our scientific core, we seek to partner in areas where we see the greatest opportunity and where we b… ",1,1,Positive
971,"Scott Wilson, who was diagnosed with metastatic colorectalcancer at age 48, sits down with Pfizer Boulder research… ",0.288888889,-0.155555556,Negative
972,"We engage in flexible partnership models, including research collaborations, venture capital investments, academic… ",0,0,Neutral
973,"Which of the below are risk factors for developing osteoarthritis, which can lead to chronicpain?",0,0,Neutral
974,"We continually seek new partners that are actively researching bold scientific ideas, capabilities and technologies… ",0.573737374,0.112121212,Positive
975,"In honor of NationalMentoringMonth, we are pleased to announce that our Chief Development Officer Rod MacKenzie  (… ",1,0.5,Positive
976,"Check out this article overviewing what older adults should know about AFib, featuring the Alliance's Vice President o…",0.333333333,0.166666667,Positive
977,"This week on TheAntigen podcast, we’re going global 🌎. Hear about vaccine perspectives, challenges &amp; progress aro… ",0,0,Neutral
978,We are proud of our long history of successfully partnering with external organizations that share in our purpose t… ,0.6125,0.375,Positive
979,"Animals can provide unconditional love, but did you know they may also be good for your health? Our Dr. Freda Lewis… ",0.6,0.6,Positive
980,"We’re pleased to announce that Dr. Dara Richardson-Heron, formerly of National Institutes of Health, has been appoi… ",0.5,0.25,Positive
981,ATTR-CM is a raredisease affecting the heart. Learn about the 2 subtypes wild-type &amp; hereditary. SuspectAndDetect,0,0,Neutral
982,"With preventable disease rates dropping around the world 🌍, vaccination efforts are largely a success – but there'… ",0,0.3,Positive
983,"According to Dr. , president of , more education is needed about AFib and its connection to stroke.",0.5,0.5,Positive
984,Vaccination plays a part in preventing disease around the 🌍 But what are the barriers that still prevent vaccines… ,0,0,Neutral
985,"These proteins were once considered too difficult to target, but cutting-edge insights from Pfizer’s collaboration… ",1,-0.5,Negative
986,"Our post-doctorate program enlists research fellows across the globe, including Sharon Campbell, who was inspired t… ",0,0,Neutral
987,Can you spy🔍the science shapes🔬🧬 in the fireworks💥? Wishing you all a healthy &amp; HappyNewYear! ,0.5,0.625,Positive
988,"Let’s talk history; more specifically, the history of vaccines. Host Yasmeen Agosti dives into the stories behind… ",0.5,0.5,Positive
989,From the first inoculations in China ➡️ to Edward Jenner &amp; his smallpox immunization ➡️ to the inception of… ,0.333333333,0.25,Positive
990,"In case you need some inspiration in the kitchen, we dug up a few recipes from our old Pfizer Family Cookbooks! Coo… ",0.15,-0.0375,Negative
